UNIQUE_id,PSYCH_big_five_inventory_neurotic_score,CONNECTION_activities_greeted_neighbour_or_stranger_p3m
cscs_07007,NA,Weekly
cscs_07008,NA,Monthly
cscs_07009,NA,Weekly
cscs_07010,18,A few times a month
cscs_07011,NA,NA
cscs_07012,NA,NA
cscs_07013,NA,Weekly
cscs_07014,NA,A few times a month
cscs_07015,NA,NA
cscs_07016,NA,NA
cscs_07018,NA,NA
cscs_07019,NA,Daily or almost daily
cscs_07019,NA,Daily or almost daily
cscs_07020,NA,Monthly
cscs_07021,NA,NA
cscs_07022,NA,Less than monthly
cscs_07023,NA,NA
cscs_07024,NA,A few times a month
cscs_07025,22,Daily or almost daily
cscs_07026,29,Weekly
cscs_07027,17,Daily or almost daily
cscs_07029,NA,NA
cscs_07030,NA,NA
cscs_07031,26,Weekly
cscs_07032,17,NA
cscs_07033,NA,Weekly
cscs_07034,NA,A few times a week
cscs_07035,NA,Daily or almost daily
cscs_07036,NA,NA
cscs_07038,33,A few times a week
cscs_07040,NA,Weekly
cscs_07042,33,Weekly
cscs_07043,NA,Daily or almost daily
cscs_07044,NA,Daily or almost daily
cscs_07045,NA,A few times a week
cscs_07046,NA,NA
cscs_07047,NA,NA
cscs_07048,29,A few times a month
cscs_07049,34,Daily or almost daily
cscs_07050,NA,NA
cscs_07051,27,NA
cscs_07052,27,NA
cscs_07053,33,Daily or almost daily
cscs_07053,NA,A few times a week
cscs_07054,NA,Daily or almost daily
cscs_07055,24,NA
cscs_07056,NA,Daily or almost daily
cscs_07057,21,NA
cscs_07058,20,A few times a month
cscs_07059,NA,NA
cscs_07060,13,Daily or almost daily
cscs_07062,31,Less than monthly
cscs_07064,NA,Daily or almost daily
cscs_07065,NA,NA
cscs_07066,NA,Daily or almost daily
cscs_07067,NA,A few times a week
cscs_07067,NA,A few times a month
cscs_07068,NA,NA
cscs_07069,NA,NA
cscs_07070,NA,NA
cscs_07071,25,A few times a month
cscs_07072,NA,NA
cscs_07073,NA,Weekly
cscs_07075,NA,Less than monthly
cscs_07077,NA,NA
cscs_07078,NA,Daily or almost daily
cscs_07079,27,NA
cscs_07080,NA,NA
cscs_07081,NA,NA
cscs_07082,NA,A few times a week
cscs_07083,NA,NA
cscs_07084,NA,A few times a week
cscs_07085,NA,Less than monthly
cscs_07087,NA,Daily or almost daily
cscs_07088,15,A few times a week
cscs_07089,NA,Weekly
cscs_07090,NA,A few times a month
cscs_07091,NA,NA
cscs_07092,NA,A few times a month
cscs_07093,NA,Weekly
cscs_07093,NA,A few times a week
cscs_07093,NA,A few times a month
cscs_07094,NA,A few times a month
cscs_07095,NA,NA
cscs_07096,NA,Monthly
cscs_07097,NA,Daily or almost daily
cscs_07098,NA,NA
cscs_07099,22,A few times a week
cscs_07100,NA,NA
cscs_07101,NA,A few times a month
cscs_07102,NA,Monthly
cscs_07103,NA,NA
cscs_07104,NA,NA
cscs_07106,NA,NA
cscs_07107,NA,NA
cscs_07108,14,Daily or almost daily
cscs_07110,NA,Daily or almost daily
cscs_07111,NA,Daily or almost daily
cscs_07112,NA,A few times a week
cscs_07113,NA,A few times a month
cscs_07114,NA,Daily or almost daily
cscs_07115,28,NA
cscs_07116,NA,A few times a week
cscs_07117,16,A few times a month
cscs_07118,NA,NA
cscs_07119,NA,A few times a month
cscs_07120,NA,NA
cscs_07121,NA,NA
cscs_07122,NA,Weekly
cscs_07123,NA,NA
cscs_07124,NA,NA
cscs_07125,NA,Less than monthly
cscs_07126,NA,A few times a week
cscs_07126,NA,Daily or almost daily
cscs_07126,NA,Daily or almost daily
cscs_07128,NA,NA
cscs_07129,22,NA
cscs_07130,NA,A few times a month
cscs_07131,NA,NA
cscs_07132,NA,Daily or almost daily
cscs_07132,NA,Daily or almost daily
cscs_07132,NA,Daily or almost daily
cscs_07133,NA,NA
cscs_07134,NA,A few times a week
cscs_07135,NA,NA
cscs_07136,NA,NA
cscs_07137,NA,NA
cscs_07138,NA,Not in the past three months
cscs_07139,NA,A few times a month
cscs_07140,NA,A few times a month
cscs_07141,33,A few times a month
cscs_07142,24,Monthly
cscs_07143,21,Daily or almost daily
cscs_07144,NA,Weekly
cscs_07146,NA,NA
cscs_07147,NA,NA
cscs_07148,NA,A few times a week
cscs_07149,22,Weekly
cscs_07150,NA,A few times a month
cscs_07151,NA,Daily or almost daily
cscs_07151,NA,Weekly
cscs_07151,NA,A few times a week
cscs_07152,NA,A few times a month
cscs_07152,NA,Weekly
cscs_07152,NA,A few times a month
cscs_07153,37,Weekly
cscs_07154,17,Monthly
cscs_07156,19,Daily or almost daily
cscs_07157,NA,NA
cscs_07158,NA,NA
cscs_07159,26,Daily or almost daily
cscs_07160,26,Daily or almost daily
cscs_07161,NA,Daily or almost daily
cscs_07163,NA,NA
cscs_07164,NA,Weekly
cscs_07165,NA,NA
cscs_07166,NA,NA
cscs_07167,NA,NA
cscs_07168,NA,Daily or almost daily
cscs_07171,15,Daily or almost daily
cscs_07172,NA,A few times a week
cscs_07173,NA,Weekly
cscs_07174,19,Daily or almost daily
cscs_07175,NA,Weekly
cscs_07176,NA,NA
cscs_07177,NA,A few times a week
cscs_07178,NA,Daily or almost daily
cscs_07180,NA,NA
cscs_07181,NA,NA
cscs_07182,NA,Less than monthly
cscs_07183,NA,NA
cscs_07184,NA,Daily or almost daily
cscs_07185,NA,Daily or almost daily
cscs_07186,NA,Daily or almost daily
cscs_07186,NA,Daily or almost daily
cscs_07186,NA,A few times a week
cscs_07187,NA,NA
cscs_07188,NA,Daily or almost daily
cscs_07188,NA,Daily or almost daily
cscs_07189,NA,NA
cscs_07190,NA,Daily or almost daily
cscs_07190,NA,Daily or almost daily
cscs_07190,NA,A few times a week
cscs_07191,NA,NA
cscs_07192,32,A few times a month
cscs_07193,NA,NA
cscs_07194,NA,NA
cscs_07195,NA,NA
cscs_07196,NA,A few times a month
cscs_07197,NA,NA
cscs_07198,NA,A few times a month
cscs_07199,NA,NA
cscs_07200,NA,Daily or almost daily
cscs_07201,NA,NA
cscs_07202,NA,NA
cscs_07203,NA,Weekly
cscs_07203,NA,Weekly
cscs_07204,NA,Daily or almost daily
cscs_07204,NA,Daily or almost daily
cscs_07204,NA,Daily or almost daily
cscs_07205,25,NA
cscs_07206,15,Daily or almost daily
cscs_07207,NA,NA
cscs_07209,NA,NA
cscs_07210,NA,NA
cscs_07211,NA,NA
cscs_07212,NA,NA
cscs_07213,NA,Daily or almost daily
cscs_07214,NA,Weekly
cscs_07215,23,Weekly
cscs_07217,NA,Monthly
cscs_07220,NA,NA
cscs_07221,33,A few times a month
cscs_07222,NA,NA
cscs_07223,19,A few times a week
cscs_07224,NA,A few times a week
cscs_07226,NA,NA
cscs_07227,NA,NA
cscs_07228,15,A few times a month
cscs_07229,NA,NA
cscs_07230,NA,NA
cscs_07231,NA,NA
cscs_07232,NA,NA
cscs_07233,NA,NA
cscs_07234,NA,NA
cscs_07235,27,A few times a month
cscs_07236,22,A few times a month
cscs_07237,NA,NA
cscs_07238,NA,NA
cscs_07239,NA,Monthly
cscs_07240,NA,Weekly
cscs_07240,NA,Daily or almost daily
cscs_07240,NA,Weekly
cscs_07241,NA,NA
cscs_07242,NA,NA
cscs_07243,NA,NA
cscs_07244,NA,NA
cscs_07245,NA,NA
cscs_07246,26,Daily or almost daily
cscs_07247,NA,NA
cscs_07248,31,Daily or almost daily
cscs_07249,NA,A few times a month
cscs_07250,NA,Weekly
cscs_07252,NA,NA
cscs_07253,NA,Monthly
cscs_07254,NA,NA
cscs_07255,19,A few times a month
cscs_07256,NA,NA
cscs_07257,NA,NA
cscs_07258,NA,NA
cscs_07259,NA,A few times a month
cscs_07260,NA,NA
cscs_07262,NA,NA
cscs_07263,NA,NA
cscs_07264,NA,NA
cscs_07265,12,Daily or almost daily
cscs_07267,NA,A few times a week
cscs_07268,NA,NA
cscs_07269,NA,A few times a week
cscs_07270,NA,A few times a month
cscs_07271,NA,A few times a week
cscs_07272,NA,NA
cscs_07274,NA,NA
cscs_07275,NA,A few times a week
cscs_07276,NA,NA
cscs_07277,NA,Daily or almost daily
cscs_07278,NA,NA
cscs_07279,NA,NA
cscs_07280,NA,NA
cscs_07281,NA,Weekly
cscs_07281,NA,Daily or almost daily
cscs_07282,NA,A few times a week
cscs_07283,NA,NA
cscs_07284,29,Daily or almost daily
cscs_07286,NA,NA
cscs_07287,NA,NA
cscs_07288,28,A few times a month
cscs_07290,11,A few times a week
cscs_07293,NA,NA
cscs_07294,NA,A few times a month
cscs_07295,NA,NA
cscs_07296,20,NA
cscs_07297,NA,Not in the past three months
cscs_07298,NA,NA
cscs_07299,NA,NA
cscs_07300,15,A few times a month
cscs_07301,NA,NA
cscs_07302,NA,Weekly
cscs_07303,NA,NA
cscs_07304,27,NA
cscs_07305,NA,NA
cscs_07306,NA,Less than monthly
cscs_07307,NA,A few times a month
cscs_07308,NA,Daily or almost daily
cscs_07309,13,A few times a week
cscs_07310,NA,NA
cscs_07311,27,Weekly
cscs_07312,NA,NA
cscs_07313,NA,A few times a month
cscs_07314,NA,NA
cscs_07315,NA,A few times a month
cscs_07316,NA,NA
cscs_07317,NA,NA
cscs_07318,23,Weekly
cscs_07319,NA,NA
cscs_07321,NA,NA
cscs_07322,NA,NA
cscs_07324,NA,NA
cscs_07325,NA,NA
cscs_07326,NA,NA
cscs_07327,NA,A few times a month
cscs_07328,NA,NA
cscs_07329,NA,Daily or almost daily
cscs_07330,NA,Weekly
cscs_07331,NA,Weekly
cscs_07331,NA,A few times a week
cscs_07332,NA,Not in the past three months
cscs_07332,NA,Less than monthly
cscs_07333,NA,A few times a week
cscs_07334,10,Daily or almost daily
cscs_07335,NA,A few times a month
cscs_07336,NA,NA
cscs_07337,NA,NA
cscs_07339,NA,NA
cscs_07340,NA,NA
cscs_07341,NA,NA
cscs_07342,NA,NA
cscs_07343,NA,NA
cscs_07344,33,A few times a week
cscs_07345,NA,A few times a week
cscs_07346,NA,NA
cscs_07347,NA,Monthly
cscs_07348,NA,NA
cscs_07349,NA,NA
cscs_07350,NA,A few times a week
cscs_07351,NA,NA
cscs_07352,NA,NA
cscs_07353,NA,Weekly
cscs_07354,NA,NA
cscs_07356,NA,NA
cscs_07357,28,Daily or almost daily
cscs_07357,NA,A few times a month
cscs_07358,16,A few times a week
cscs_07359,NA,NA
cscs_07360,NA,Weekly
cscs_07361,24,Daily or almost daily
cscs_07363,28,Weekly
cscs_07364,NA,NA
cscs_07365,NA,NA
cscs_07366,NA,A few times a month
cscs_07367,34,A few times a month
cscs_07368,NA,NA
cscs_07369,NA,NA
cscs_07370,NA,A few times a week
cscs_07371,NA,NA
cscs_07372,NA,A few times a week
cscs_07373,NA,NA
cscs_07375,29,A few times a week
cscs_07376,23,A few times a month
cscs_07377,NA,NA
cscs_07379,NA,A few times a week
cscs_07380,NA,NA
cscs_07381,NA,Daily or almost daily
cscs_07382,27,NA
cscs_07383,NA,NA
cscs_07384,NA,A few times a week
cscs_07386,33,A few times a week
cscs_07388,NA,A few times a week
cscs_07389,NA,Monthly
cscs_07390,36,A few times a week
cscs_07391,NA,Daily or almost daily
cscs_07392,19,A few times a week
cscs_07393,37,A few times a month
cscs_07394,NA,NA
cscs_07395,17,A few times a week
cscs_07398,NA,A few times a month
cscs_07399,NA,Weekly
cscs_07400,NA,Monthly
cscs_07401,NA,Weekly
cscs_07402,NA,NA
cscs_07403,33,Daily or almost daily
cscs_07404,NA,A few times a week
cscs_07405,NA,A few times a month
cscs_07406,20,Daily or almost daily
cscs_07407,NA,NA
cscs_07408,24,Daily or almost daily
cscs_07409,NA,Weekly
cscs_07410,NA,NA
cscs_07411,NA,Weekly
cscs_07412,16,Less than monthly
cscs_07413,NA,NA
cscs_07414,18,Daily or almost daily
cscs_07415,NA,NA
cscs_07416,10,Less than monthly
cscs_07417,NA,NA
cscs_07418,NA,NA
cscs_07419,18,Daily or almost daily
cscs_07420,NA,A few times a week
cscs_07421,NA,NA
cscs_07422,NA,Daily or almost daily
cscs_07423,NA,NA
cscs_07424,NA,NA
cscs_07425,NA,Daily or almost daily
cscs_07426,NA,Weekly
cscs_07426,NA,Daily or almost daily
cscs_07428,NA,NA
cscs_07429,16,Weekly
cscs_07431,NA,NA
cscs_07432,NA,Weekly
cscs_07433,NA,NA
cscs_07434,NA,NA
cscs_07435,NA,Weekly
cscs_07436,19,A few times a month
cscs_07437,NA,NA
cscs_07438,18,NA
cscs_07439,16,A few times a month
cscs_07440,25,A few times a week
cscs_07441,NA,NA
cscs_07442,NA,NA
cscs_07443,NA,NA
cscs_07444,NA,A few times a month
cscs_07444,NA,Weekly
cscs_07444,NA,Weekly
cscs_07446,NA,Daily or almost daily
cscs_07447,29,Weekly
cscs_07448,NA,A few times a week
cscs_07449,NA,NA
cscs_07450,NA,NA
cscs_07451,NA,NA
cscs_07452,NA,NA
cscs_07453,NA,NA
cscs_07454,NA,NA
cscs_07455,NA,NA
cscs_07456,NA,NA
cscs_07457,NA,NA
cscs_07458,NA,A few times a month
cscs_07459,NA,NA
cscs_07460,24,NA
cscs_07462,NA,A few times a week
cscs_07463,NA,NA
cscs_07464,NA,NA
cscs_07465,24,Daily or almost daily
cscs_07466,NA,Daily or almost daily
cscs_07467,NA,NA
cscs_07468,33,A few times a week
cscs_07469,15,Daily or almost daily
cscs_07470,NA,NA
cscs_07471,NA,NA
cscs_07472,NA,NA
cscs_07473,NA,Monthly
cscs_07474,NA,NA
cscs_07475,NA,NA
cscs_07477,21,NA
cscs_07478,NA,A few times a week
cscs_07479,NA,A few times a month
cscs_07480,NA,Daily or almost daily
cscs_07481,NA,NA
cscs_07482,NA,NA
cscs_07483,NA,NA
cscs_07484,32,Daily or almost daily
cscs_07485,NA,A few times a week
cscs_07486,NA,Weekly
cscs_07487,38,NA
cscs_07488,NA,Weekly
cscs_07489,NA,NA
cscs_07491,NA,Weekly
cscs_07493,26,A few times a week
cscs_07494,NA,A few times a month
cscs_07494,NA,A few times a month
cscs_07494,NA,A few times a month
cscs_07495,NA,NA
cscs_07497,NA,NA
cscs_07498,NA,A few times a month
cscs_07498,NA,A few times a week
cscs_07498,NA,A few times a week
cscs_07499,NA,NA
cscs_07500,NA,Monthly
cscs_07501,32,Daily or almost daily
cscs_07502,NA,A few times a month
cscs_07503,NA,NA
cscs_07504,26,A few times a week
cscs_07505,NA,Weekly
cscs_07506,NA,A few times a month
cscs_07507,NA,A few times a week
cscs_07508,NA,NA
cscs_07509,NA,Less than monthly
cscs_07510,NA,NA
cscs_07511,NA,Daily or almost daily
cscs_07512,NA,Weekly
cscs_07513,NA,NA
cscs_07514,NA,Monthly
cscs_07515,NA,A few times a month
cscs_07516,NA,A few times a week
cscs_07517,NA,NA
cscs_07518,NA,NA
cscs_07519,NA,NA
cscs_07520,NA,Daily or almost daily
cscs_07521,28,Less than monthly
cscs_07522,NA,NA
cscs_07523,NA,NA
cscs_07524,NA,Less than monthly
cscs_07525,NA,A few times a month
cscs_07526,NA,NA
cscs_07527,NA,NA
cscs_07528,NA,Daily or almost daily
cscs_07528,NA,Weekly
cscs_07529,NA,A few times a month
cscs_07530,NA,A few times a month
cscs_07531,32,Less than monthly
cscs_07532,NA,NA
cscs_07534,NA,A few times a week
cscs_07536,NA,A few times a week
cscs_07537,NA,A few times a month
cscs_07538,NA,NA
cscs_07539,NA,NA
cscs_07540,NA,NA
cscs_07541,32,Daily or almost daily
cscs_07542,NA,NA
cscs_07543,20,Daily or almost daily
cscs_07544,14,Daily or almost daily
cscs_07545,NA,NA
cscs_07546,NA,A few times a week
cscs_07547,NA,A few times a week
cscs_07549,NA,Daily or almost daily
cscs_07550,NA,NA
cscs_07553,NA,NA
cscs_07554,NA,Daily or almost daily
cscs_07555,NA,Weekly
cscs_07556,22,Daily or almost daily
cscs_07557,NA,Daily or almost daily
cscs_07557,NA,Daily or almost daily
cscs_07558,NA,Weekly
cscs_07559,NA,NA
cscs_07560,NA,A few times a week
cscs_07561,NA,A few times a month
cscs_07562,NA,Less than monthly
cscs_07563,NA,A few times a week
cscs_07564,NA,A few times a month
cscs_07565,31,Weekly
cscs_07566,NA,A few times a month
cscs_07567,NA,NA
cscs_07568,13,NA
cscs_07569,NA,NA
cscs_07570,30,NA
cscs_07571,NA,NA
cscs_07572,NA,Weekly
cscs_07573,NA,NA
cscs_07574,NA,A few times a week
cscs_07575,NA,NA
cscs_07576,NA,NA
cscs_07578,NA,NA
cscs_07579,NA,Weekly
cscs_07581,NA,NA
cscs_07582,NA,Not in the past three months
cscs_07583,NA,NA
cscs_07584,NA,Weekly
cscs_07585,28,A few times a week
cscs_07586,NA,NA
cscs_07587,NA,Daily or almost daily
cscs_07588,NA,NA
cscs_07589,NA,Monthly
cscs_07590,NA,NA
cscs_07591,NA,Daily or almost daily
cscs_07592,NA,NA
cscs_07593,NA,NA
cscs_07594,28,Weekly
cscs_07595,NA,Daily or almost daily
cscs_07596,NA,NA
cscs_07597,NA,A few times a week
cscs_07598,NA,NA
cscs_07599,NA,NA
cscs_07600,NA,Daily or almost daily
cscs_07601,NA,NA
cscs_07602,25,A few times a week
cscs_07603,NA,A few times a week
cscs_07604,NA,NA
cscs_07605,NA,Daily or almost daily
cscs_07606,NA,Daily or almost daily
cscs_07607,NA,Daily or almost daily
cscs_07607,NA,Daily or almost daily
cscs_07607,NA,Daily or almost daily
cscs_07608,NA,NA
cscs_07609,NA,NA
cscs_07610,NA,NA
cscs_07611,NA,A few times a week
cscs_07612,NA,NA
cscs_07613,NA,NA
cscs_07614,NA,NA
cscs_07615,NA,NA
cscs_07616,NA,NA
cscs_07617,NA,NA
cscs_07618,24,Daily or almost daily
cscs_07619,NA,Weekly
cscs_07620,NA,NA
cscs_07621,18,A few times a month
cscs_07622,NA,Daily or almost daily
cscs_07623,NA,NA
cscs_07624,NA,Daily or almost daily
cscs_07625,NA,NA
cscs_07626,23,A few times a month
cscs_07627,NA,A few times a month
cscs_07628,NA,NA
cscs_07629,NA,NA
cscs_07630,25,A few times a week
cscs_07631,NA,NA
cscs_07632,NA,NA
cscs_07633,39,Weekly
cscs_07634,15,Daily or almost daily
cscs_07635,NA,A few times a week
cscs_07636,NA,A few times a week
cscs_07637,NA,NA
cscs_07638,NA,Monthly
cscs_07639,NA,NA
cscs_07641,22,Monthly
cscs_07642,NA,A few times a week
cscs_07642,NA,A few times a week
cscs_07642,NA,A few times a week
cscs_07643,26,Weekly
cscs_07644,20,Daily or almost daily
cscs_07645,28,NA
cscs_07646,NA,A few times a week
cscs_07647,31,NA
cscs_07648,24,Daily or almost daily
cscs_07649,NA,Monthly
cscs_07650,NA,NA
cscs_07651,NA,NA
cscs_07652,NA,NA
cscs_07653,14,NA
cscs_07655,NA,A few times a week
cscs_07656,18,A few times a week
cscs_07657,NA,NA
cscs_07658,NA,NA
cscs_07659,NA,NA
cscs_07660,NA,NA
cscs_07661,40,A few times a week
cscs_07662,NA,NA
cscs_07663,27,A few times a week
cscs_07665,NA,A few times a month
cscs_07665,NA,Monthly
cscs_07665,NA,Weekly
cscs_07666,NA,A few times a week
cscs_07667,25,A few times a week
cscs_07668,NA,NA
cscs_07669,NA,NA
cscs_07670,31,Weekly
cscs_07671,NA,A few times a month
cscs_07672,11,NA
cscs_07673,NA,A few times a month
cscs_07674,NA,A few times a month
cscs_07675,NA,NA
cscs_07676,NA,Daily or almost daily
cscs_07676,NA,Daily or almost daily
cscs_07676,NA,Daily or almost daily
cscs_07677,32,Less than monthly
cscs_07678,27,A few times a week
cscs_07679,NA,Daily or almost daily
cscs_07680,NA,NA
cscs_07682,NA,NA
cscs_07683,NA,A few times a month
cscs_07684,NA,Weekly
cscs_07685,NA,Less than monthly
cscs_07686,NA,NA
cscs_07687,22,Weekly
cscs_07688,NA,A few times a week
cscs_07690,NA,Daily or almost daily
cscs_07690,NA,A few times a week
cscs_07691,NA,A few times a month
cscs_07692,NA,NA
cscs_07693,28,A few times a week
cscs_07694,NA,A few times a week
cscs_07697,25,A few times a week
cscs_07698,32,Daily or almost daily
cscs_07699,31,Weekly
cscs_07700,NA,Daily or almost daily
cscs_07701,NA,Daily or almost daily
cscs_07702,NA,Daily or almost daily
cscs_07703,NA,NA
cscs_07704,NA,NA
cscs_07705,16,Daily or almost daily
cscs_07706,NA,Daily or almost daily
cscs_07706,NA,Daily or almost daily
cscs_07706,NA,Daily or almost daily
cscs_07708,NA,Less than monthly
cscs_07709,NA,A few times a week
cscs_07709,NA,Daily or almost daily
cscs_07710,NA,NA
cscs_07711,NA,NA
cscs_07713,NA,Daily or almost daily
cscs_07714,NA,NA
cscs_07715,38,A few times a month
cscs_07716,NA,NA
cscs_07717,NA,A few times a month
cscs_07718,NA,A few times a month
cscs_07719,NA,NA
cscs_07720,23,NA
cscs_07721,NA,NA
cscs_07723,NA,NA
cscs_07725,NA,Daily or almost daily
cscs_07726,NA,Daily or almost daily
cscs_07727,NA,A few times a month
cscs_07728,NA,NA
cscs_07729,30,A few times a week
cscs_07730,NA,Less than monthly
cscs_07731,21,A few times a week
cscs_07732,NA,Weekly
cscs_07733,NA,NA
cscs_07734,NA,Weekly
cscs_07735,NA,NA
cscs_07736,NA,NA
cscs_07737,NA,Less than monthly
cscs_07738,NA,NA
cscs_07739,NA,A few times a month
cscs_07740,NA,A few times a week
cscs_07741,NA,Weekly
cscs_07742,23,Weekly
cscs_07743,NA,Daily or almost daily
cscs_07744,NA,A few times a week
cscs_07745,NA,Daily or almost daily
cscs_07746,NA,Weekly
cscs_07747,NA,NA
cscs_07749,NA,A few times a month
cscs_07750,17,A few times a week
cscs_07752,NA,NA
cscs_07753,NA,A few times a week
cscs_07753,NA,A few times a week
cscs_07753,NA,Weekly
cscs_07754,NA,NA
cscs_07755,NA,NA
cscs_07756,NA,NA
cscs_07757,NA,Less than monthly
cscs_07758,NA,A few times a month
cscs_07759,NA,Less than monthly
cscs_07759,NA,Weekly
cscs_07759,NA,A few times a month
cscs_07761,NA,A few times a month
cscs_07763,NA,NA
cscs_07764,NA,NA
cscs_07765,23,A few times a month
cscs_07766,28,Monthly
cscs_07767,NA,NA
cscs_07768,NA,A few times a month
cscs_07769,39,A few times a month
cscs_07770,NA,NA
cscs_07772,17,Less than monthly
cscs_07773,19,A few times a week
cscs_07774,NA,NA
cscs_07776,NA,A few times a week
cscs_07777,NA,NA
cscs_07778,NA,Weekly
cscs_07779,30,Monthly
cscs_07780,NA,NA
cscs_07781,NA,Daily or almost daily
cscs_07782,23,A few times a week
cscs_07783,NA,NA
cscs_07784,NA,NA
cscs_07785,NA,NA
cscs_07786,NA,Daily or almost daily
cscs_07787,NA,A few times a month
cscs_07788,NA,NA
cscs_07789,NA,Monthly
cscs_07790,NA,A few times a month
cscs_07792,NA,Daily or almost daily
cscs_07793,17,Daily or almost daily
cscs_07794,NA,Weekly
cscs_07796,15,Weekly
cscs_07797,NA,A few times a week
cscs_07798,NA,NA
cscs_07799,NA,NA
cscs_07800,NA,A few times a month
cscs_07801,NA,Daily or almost daily
cscs_07802,24,NA
cscs_07803,NA,NA
cscs_07804,NA,NA
cscs_07805,NA,A few times a month
cscs_07806,NA,Weekly
cscs_07808,NA,NA
cscs_07809,NA,Weekly
cscs_07810,NA,NA
cscs_07811,19,NA
cscs_07813,NA,Monthly
cscs_07814,NA,NA
cscs_07815,21,A few times a week
